Id,Objeto,Calle,Altura,Direc_norm,Telefono,Barrio,Comuna,Longitud,Latitud
749,FARMACIA,AV DIRECTORIO,280,DIRECTORIO AV. 280,49233452,PARQUE CHACABUCO,7,-58.430532608557087,-34.627729831336971
750,FARMACIA,AV RIVADAVIA,4301,RIVADAVIA AV. 4301,49812289,ALMAGRO,5,-58.426363873596337,-34.613604505605743
752,FARMACIA,ARCE,516,ARCE 516,47710414,PALERMO,14,-58.432823806359565,-34.57000417673666
753,FARMACIA,AV DIRECTORIO,2001,DIRECTORIO AV. 2001,46321740,FLORES,7,-58.455711703537503,-34.631721956111512
754,FARMACIA,MARTINIANO LEGUIZAMÓN,900,"LEGUIZAMON, MARTINIANO 900",46421617,LINIERS,9,-58.515055508885354,-34.647531575703646
755,FARMACIA,AV EVA PERON,4802,"PERON, EVA AV. 4802",46832111  46831671,PARQUE AVELLANEDA,9,-58.477435335435835,-34.65691754544595
756,FARMACIA,AV J. DE GARAY,1221,"GARAY, JUAN DE AV. 1221",3044742,CONSTITUCION,1,-58.383185537964863,-34.626784013702128
757,FARMACIA,SARMIENTO,1867,SARMIENTO 1867,43735781,BALVANERA,3,-58.393263501090317,-34.605544053429391
758,FARMACIA,CAAGUAZU,6299,CAAGUAZU 6299,46410756,LINIERS,9,-58.51658831364842,-34.64499426879312
759,FARMACIA,JOSÉ EVARISTO URIBURU,1379,"URIBURU JOSE E., Pres. 1379",,RECOLETA,2,-58.397082595726907,-34.592298243932412
760,FARMACIA,AV FEDERICO LACROZE,3938,"LACROZE, FEDERICO AV. 3938",45531934,CHACARITA,15,-58.453408581875792,-34.584700564489509
761,FARMACIA,MAGARINOS CERVANTES,5402,"MAGARIÑOS CERVANTES, A. 5402",45678936,VILLA LURO,10,-58.507083881843194,-34.632495591768233
762,FARMACIA,JURAMENTO,2741,JURAMENTO AV. 2741,47881679,BELGRANO,13,-58.459951233518971,-34.563740205742988
763,FARMACIA,ALMAFUERTE,399,ALMAFUERTE AV. 399,49129501,NUEVA POMPEYA,4,-58.413336874858345,-34.642650116857752
765,FARMACIA,AV LAS HERAS,2318,LAS HERAS GENERAL AV. 2318,48033011,RECOLETA,2,-58.397690688269279,-34.587296718081483
766,FARMACIA,PARAGUAY,5301,PARAGUAY 5301,47717627,PALERMO,14,-58.432015346784723,-34.57841555283008
767,FARMACIA,AV RIVADAVIA,6327,RIVADAVIA AV. 6327,46312075 46336655,FLORES,7,-58.455841203828975,-34.626134676698619
768,FARMACIA,SANCHEZ DE BUSTAMANTE,1639,SANCHEZ DE BUSTAMANTE 1639,48220144,RECOLETA,2,-58.410145560996405,-34.592216861787243
769,FARMACIA,ESMERALDA,1279,ESMERALDA 1279,43121789,RETIRO,1,-58.378363243815137,-34.593095759810367
770,FARMACIA,SANTIAGO DEL ESTERO,121,SANTIAGO DEL ESTERO 121,43810097,MONSERRAT,1,-58.385037055772642,-34.61005684561821
771,FARMACIA,AV RIVADAVIA,5444,RIVADAVIA AV. 5444,44323128 44322622,CABALLITO,6,-58.441846437155498,-34.621188157685197
772,FARMACIA,AV EMILIO CASTRO,7649,"CASTRO, EMILIO AV. 7649",46423051 46445630,LINIERS,9,-58.524676694759187,-34.656058181192385
773,FARMACIA,AV DIRECTORIO,5126,DIRECTORIO AV. 5126,46840670,MATADEROS,9,-58.491913297661341,-34.651860410297274
774,FARMACIA,AV INDEPENDENCIA,3002,INDEPENDENCIA AV. 3002,49313080,SAN CRISTOBAL,3,-58.407924733717884,-34.619924419364331
775,FARMACIA,RIOBAMBA,434,RIOBAMBA 434,49544569,BALVANERA,3,-58.394117413487997,-34.604054443626275
776,FARMACIA,RIOBAMBA,1076,RIOBAMBA 1076,48143781 48135930,RECOLETA,2,-58.394951002531151,-34.59633818246337
777,FARMACIA,AV DIAZ VELEZ,4764,DIAZ VELEZ AV. 4764,49818299 49584292,CABALLITO,6,-58.433910709096416,-34.608925167509561
779,FARMACIA,AUSTRIA,1839,AUSTRIA 1839,48225873/5810,RECOLETA,2,-58.406573339026664,-34.590104898367862
780,FARMACIA,AV LOPE DE VEGA,2599,LOPE DE VEGA AV. 2599,45688359,VILLA DEVOTO,11,-58.519922046974266,-34.617786524457458
781,FARMACIA,AV LA PLATA,1402,LA PLATA AV. 1402,49217055,BOEDO,5,-58.42550914261119,-34.631633766701967
782,FARMACIA,JURAMENTO,1602,JURAMENTO 1602,47805770 47820841,BELGRANO,13,-58.448906344586057,-34.5576096306702
783,FARMACIA,TRES ARROYOS,2060,TRES ARROYOS 2060,,VILLA GRAL. MITRE,11,-58.466315989035564,-34.612212926889882
784,FARMACIA,AV CABILDO,4299,CABILDO AV. 4299,47029272,NUÑEZ,13,-58.471199426132138,-34.544594306525944
785,FARMACIA,AV RIVADAVIA,4544,RIVADAVIA AV. 4544,49037787,CABALLITO,6,-58.429842291224972,-34.615569632379966
786,FARMACIA,AV VARELA,1158,VARELA AV. 1158,46324484,FLORES,7,-58.455896593211868,-34.641724929171033
787,FARMACIA,AV CORDOBA,2932,CORDOBA AV. 2932,49615943 49635009,BALVANERA,3,-58.408766856919748,-34.598250992333604
788,FARMACIA,AV CRAMER,1963,CRAMER AV. 1963,47827532,BELGRANO,13,-58.459972888214978,-34.565992970384272
789,FARMACIA,AV AVELLANEDA,212,AVELLANEDA 212,49582010,CABALLITO,6,-58.433456651163517,-34.612424898538642
790,FARMACIA,TUCUMAN,1391,TUCUMAN 1391,43723969 43718176,SAN NICOLAS,1,-58.386333091920484,-34.601464760955743
791,FARMACIA,AV DIRECTORIO,3901,DIRECTORIO AV. 3901,46718222,PARQUE AVELLANEDA,9,-58.478962496288062,-34.640498752909515
792,FARMACIA,AV SANTA FE,2528,SANTA FE AV. 2528,48266484,RECOLETA,2,-58.402913698262623,-34.59447954291408
793,FARMACIA,LAVALLE,1722,LAVALLE 1722,43723951,SAN NICOLAS,1,-58.391155754434877,-34.603283127676995
794,FARMACIA,LAMBARE,1076,LAMBARE 1076,48633891 48616874,ALMAGRO,5,-58.430246831455655,-34.60139642671249
795,FARMACIA,AV JUAN B. ALBERDI,4887,"ALBERDI, JUAN BAUTISTA AV. 4887",46831305,VILLA LURO,10,-58.494984731675295,-34.644524791189028
796,FARMACIA,ALTE BROWN,900,"BROWN, ALTE. AV. 900",43628094 43617964 43622384,BOCA,4,-58.3602133292693,-34.632681180417819
797,FARMACIA,AV GRAL PAZ,10.720,"PAZ, GRAL. AV. 10720",46441765,LINIERS,9,-58.528786648510057,-34.640735480471804
798,FARMACIA,AV ALMTE. BROWN,1222,"BROWN, ALTE. AV. 1222",43014986,BOCA,4,-58.358546384580599,-34.635470353664395
800,FARMACIA,AV DIRECTORIO,500,DIRECTORIO AV. 500,49238669,PARQUE CHACABUCO,7,-58.433604251724482,-34.628184394226196
801,FARMACIA,AV SANTA FE,4220,SANTA FE AV. 4220,47772643,PALERMO,14,-58.422158268365038,-34.581128850544694
802,FARMACIA,AV CASEROS,2915,CASEROS AV. 2915,49431942,PARQUE PATRICIOS,4,-58.404214317380912,-34.63668695546707
803,FARMACIA,AV LAS HERAS,2968,LAS HERAS GENERAL AV. 2968,48025136/9366,RECOLETA,2,-58.403496589376779,-34.583647935211658
804,FARMACIA,AV DE LOS INCAS,4960,DE LOS INCAS AV. 4960,45216212,PARQUE CHAS,15,-58.4792955072529,-34.58527756938129
805,FARMACIA,AV JOSE MARIA MORENO,245,"MORENO, JOSE MARIA AV. 245",49034639,CABALLITO,6,-58.435591719625251,-34.620789174972373
806,FARMACIA,TENIENTE GENERAL JUAN D PERON,2598,"PERON, JUAN DOMINGO, TTE. GENERAL 2598",,BALVANERA,3,-58.403295541732852,-34.607657705487981
807,FARMACIA,SARMIENTO,4449,SARMIENTO 4449,48625793 48616365 48610124,ALMAGRO,5,-58.428051825491103,-34.603986877386554
808,FARMACIA,AV CORRIENTES,4371,CORRIENTES AV. 4371,48675352,ALMAGRO,5,-58.426442196240444,-34.60244423451941
809,FARMACIA,AV CORDOBA,533,CORDOBA AV. 533,45086232,RETIRO,1,-58.374937670644442,-34.598494797757262
811,FARMACIA,AV RIVADAVIA,5892,RIVADAVIA AV. 5892,"4,43E+15",CABALLITO,6,-58.448318828206467,-34.623599691805929
813,FARMACIA,25 DE MAYO,530,25 DE MAYO 530,,SAN NICOLAS,1,-58.371419265408171,-34.601635867784317
814,FARMACIA,AV MEDRANO,533,MEDRANO AV. 533,48622316,ALMAGRO,5,-58.42090958426985,-34.604388625181443
815,FARMACIA,AV LOPE DE VEGA,1272,LOPE DE VEGA AV. 1272,45677888,VILLA LURO,10,-58.507174994455987,-34.627924638221714
816,FARMACIA,LA RIOJA,2099,LA RIOJA 2099,49430647/1786,PARQUE PATRICIOS,4,-58.405927037734948,-34.635835078796873
817,FARMACIA,AV CARRASCO,464,CARRASCO AV. 464,46717400,VELEZ SARSFIELD,10,-58.491781034019994,-34.632232969017309
818,FARMACIA,LAVALLE,1127,LAVALLE 1127,43823422,SAN NICOLAS,1,-58.382806168929825,-34.602419093494461
819,FARMACIA,DELGADO,599,DELGADO 599,45531118,COLEGIALES,13,-58.450302506002203,-34.579861357198247
820,FARMACIA,AV ALVAREZ THOMAS,1175,ALVAREZ THOMAS AV. 1175,45547049,COLEGIALES,13,-58.457925680532398,-34.578231235119553
821,FARMACIA,BOLIVAR,716,BOLIVAR 716,43002556,SAN TELMO,1,-58.372901644333631,-34.616209447868478
822,FARMACIA,AV FERNANDEZ DE LA CRUZ,6245,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6245",46059797 46055018,VILLA RIACHUELO,8,-58.473600296501893,-34.68573895643253
823,FARMACIA,AV OLAZABAL,2420,OLAZABAL 2420,,BELGRANO,13,-58.458550286618504,-34.56051610633623
824,FARMACIA,AV CALLAO,602,CALLAO AV. 602,,BALVANERA,3,-58.392836030916328,-34.601840677508982
825,FARMACIA,AV CORRIENTES,702,CORRIENTES AV. 702,43221229,SAN NICOLAS,1,-58.376768574163975,-34.60358407489376
826,FARMACIA,AV SAN MARTIN.,2159,SAN MARTIN AV. 2159,45881778,VILLA CRESPO,15,-58.457710166516407,-34.604502113107159
827,FARMACIA,AV SAN MARTIN,2711,SAN MARTIN AV. 2711,45865111,PATERNAL,15,-58.463851821817876,-34.602931316391818
828,FARMACIA,AV SAN MARTIN,1673,SAN MARTIN AV. 1673,51951140,VILLA CRESPO,15,-58.45270583164541,-34.605799605027265
829,FARMACIA,AV SAN MARTIN,2311,SAN MARTIN AV. 2311,45835514,PATERNAL,15,-58.460285083169786,-34.603837051146392
830,FARMACIA,MAIPU,745,MAIPU 745,43263636,SAN NICOLAS,1,-58.376602339326183,-34.599482158485813
831,FARMACIA,COMBATE DE LOS POZOS,433,COMBATE DE LOS POZOS 433,49415752,BALVANERA,3,-58.393438283815613,-34.614306376894589
833,FARMACIA,DR. JUAN F. ARANGUREN,2736,"ARANGUREN, JUAN F., Dr. 2736",46127724,FLORES,7,-58.469741214330263,-34.624641442987532
834,FARMACIA,HIPOLITO YRIGOYEN,3331,"YRIGOYEN, HIPOLITO AV. 3331",48620363,ALMAGRO,5,-58.413943598593889,-34.612584354768344
835,FARMACIA,AV SAN JUAN,3162,SAN JUAN AV. 3162,49327367,SAN CRISTOBAL,3,-58.409815755501569,-34.624879693671282
836,FARMACIA,PARERA,57,PARERA 57,48144815,RETIRO,1,-58.386404744730186,-34.592081683413923
837,FARMACIA,AV GAONA,3050,GAONA AV. 3050,,FLORES,7,-58.468570606707267,-34.617750831779482
839,FARMACIA,AV ALVAREZ THOMAS,1475,ALVAREZ THOMAS AV. 1475,45515204,VILLA ORTUZAR,15,-58.462874964150174,-34.578180396656691
840,FARMACIA,TENIENTE GENERAL JUAN D PERON,1670,"PERON, JUAN DOMINGO, TTE. GENERAL 1670",43812001 fax 43826167,SAN NICOLAS,1,-58.390215654387156,-34.606860881143803
842,FARMACIA,CABELLO,3701,CABELLO 3701,48020334,PALERMO,14,-58.411914951678988,-34.580219339279054
843,FARMACIA,AV EVA PERON,2300,"PERON, EVA AV. 2300",,FLORES,7,-58.453466527874831,-34.63874738948595
844,FARMACIA,AV MEDRANO,351,MEDRANO AV. 351,49833287,ALMAGRO,5,-58.421132772336783,-34.606589554331052
845,FARMACIA,AV ALVAREZ THOMAS,1555,ALVAREZ THOMAS AV. 1555,45557511,VILLA ORTUZAR,15,-58.464052629887668,-34.578387648001438
846,FARMACIA,SUCRE,2092,"SUCRE, ANTONIO JOSE de, Mcal. 2092",47849962,BELGRANO,13,-58.452052624317112,-34.562270427576529
847,FARMACIA,AV SAN MARTIN,6899,SAN MARTIN AV. 6899,45730288,VILLA DEVOTO,11,-58.510629558414429,-34.591616521884113
848,FARMACIA,AV CHIVILCOY,3894,CHIVILCOY AV. 3894,45039146,VILLA DEVOTO,11,-58.511628606035799,-34.600347260113899
849,FARMACIA,25 DE MAYO,222,25 DE MAYO 222,52757000,SAN NICOLAS,1,-58.371151031051262,-34.605219239918334
850,FARMACIA,CHACABUCO,940,CHACABUCO 940,43626127,SAN TELMO,1,-58.375607600997895,-34.618989258439015
851,FARMACIA,CHARCAS,3099,CHARCAS 3099,48211114,RECOLETA,2,-58.409470332928642,-34.592725551452148
852,FARMACIA,AV CALLAO,299,CALLAO AV. 299,43714844,SAN NICOLAS,1,-58.391972546812518,-34.605731812454067
853,FARMACIA,AV SAN MARTIN,2724,SAN MARTIN AV. 2724,,VILLA GRAL. MITRE,11,-58.464039348910788,-34.603260997262261
854,FARMACIA,AZCUENAGA,1009,AZCUENAGA 1009,,RECOLETA,2,-58.399998318283636,-34.59659787459946
855,FARMACIA,AV JUJUY,601,JUJUY AV. 601,,BALVANERA,3,-58.404253320946637,-34.617191261935687
856,FARMACIA,MONTES DE OCA,1109,"MONTES DE OCA, MANUEL 1109",,BARRACAS,4,-58.374401656642284,-34.640887980025113
857,FARMACIA,LA PLATA,96,LA PLATA AV. 96,,ALMAGRO,5,-58.428743577759931,-34.616344891344184
858,FARMACIA,ROQUE SAENZ PEÑA,609,"SAENZ PEÑA, ROQUE, PRES. AV. 609",,SAN NICOLAS,1,-58.375561490774103,-34.606696678297546
859,FARMACIA,AV J. DE GARAY,4144,"GARAY, JUAN DE AV. 4144",,BOEDO,5,-58.422130032122361,-34.632220539048866
860,FARMACIA,LAVALLE,1702,LAVALLE 1702,,SAN NICOLAS,1,-58.390993685061225,-34.603271311987776
861,FARMACIA,AV CABILDO,2685,CABILDO AV. 2685,,BELGRANO,13,-58.460996784162838,-34.556797216759875
862,FARMACIA,AV SANTA FE,4800,SANTA FE AV. 4800,,PALERMO,14,-58.427379013468205,-34.578096265400298
863,FARMACIA,AV RIVADAVIA,6379,RIVADAVIA AV. 6379,,FLORES,7,-58.456385651434346,-34.626362701688748
864,FARMACIA,BARTOLOME MITRE,2542,"MITRE, BARTOLOME 2542",,BALVANERA,3,-58.402570604318036,-34.608833286378406
865,FARMACIA,HONORIO PUEYRREDON,801,"PUEYRREDON, HONORIO, DR. AV. 801",,CABALLITO,6,-58.442806248734421,-34.610708490016542
866,FARMACIA,AV JUAN B. JUSTO,2291,"JUSTO, JUAN B. AV. 2291",48555263,VILLA CRESPO,15,-58.441774815223205,-34.592775579922431
868,FARMACIA,AV ALVAREZ THOMAS,2600,ALVAREZ THOMAS AV. 2600,45213788,VILLA URQUIZA,12,-58.477446990059569,-34.576077473559614
869,FARMACIA,AV TRIUNVIRATO,4381,TRIUNVIRATO AV. 4381,45210657,VILLA URQUIZA,12,-58.482358649750175,-34.576645612093351
870,FARMACIA,AV JOSE MARIA MORENO,300,"MORENO, JOSE MARIA AV. 300",49034953,CABALLITO,6,-58.43500342878194,-34.621149054474508
871,FARMACIA,AV COBO,1189,COBO AV. 1189,49252461 49239613 49249624,PARQUE CHACABUCO,7,-58.4321558657414,-34.641518710493074
872,FARMACIA,AV GAONA,2570,GAONA AV. 2570,45813514/20,FLORES,7,-58.462569860702253,-34.615258747578764
873,FARMACIA,AV SAN MARTIN,7277,SAN MARTIN AV. 7277,45050810,VILLA DEVOTO,11,-58.516138094971751,-34.589957781607644
874,FARMACIA,PIEDRAS,1960,PIEDRAS 1960,430730164 3073021,BARRACAS,4,-58.372146555598995,-34.630435647845623
875,FARMACIA,20 DE SEPTIMBRE,222,20 DE SETIEMBRE 222,43620561,BOCA,4,-58.361656347703992,-34.628929458383524
876,FARMACIA,POTOSI,4100,POTOSI 4100,49816733 48665000,ALMAGRO,5,-58.424478543665913,-34.607419482675247
878,FARMACIA,AV CORDOBA,3902,CORDOBA AV. 3902,48665000,ALMAGRO,5,-58.421987237655436,-34.597902762655252
879,FARMACIA,AV SANTA FE,3000,SANTA FE AV. 3000,48230359 48255868,RECOLETA,2,-58.407986847501704,-34.591066768317589
880,FARMACIA,URIARTE,2436,URIARTE 2436,47737004,PALERMO,14,-58.42358603316643,-34.581126100091296
881,FARMACIA,AV ANGEL GALLARDO,677,"GALLARDO, ANGEL AV. 677",,VILLA CRESPO,15,-58.440141077890019,-34.605660275062803
882,FARMACIA,AZCUENAGA,1188,AZCUENAGA 1188,48227200,RECOLETA,2,-58.399768826282923,-34.594279333930366
883,FARMACIA,MANUEL UGARTE,2168,"UGARTE, MANUEL 2168",47823112,BELGRANO,13,-58.459109026194724,-34.555264215852489
885,FARMACIA,AV DE MAYO,1129,DE MAYO AV. 1129,3831926 3848214,MONSERRAT,1,-58.382516861095546,-34.608943936554269
887,FARMACIA,LAVALLE,1118,LAVALLE 1118,43823971,SAN NICOLAS,1,-58.382508169951222,-34.602722027822253
888,FARMACIA,SAENZ PEÑA LUIS PRESIDENTE,250,"SAENZ PEÑA, LUIS, PRES. 250",,MONSERRAT,1,-58.387254525938609,-34.611791996740081
889,FARMACIA,AV CORRIENTES,2890,CORRIENTES AV. 2890,48660294,BALVANERA,3,-58.406562067009034,-34.604605217308126
890,FARMACIA,HIPOLITO YRIGOYEN,3312,"YRIGOYEN, HIPOLITO AV. 3312",48619869,ALMAGRO,5,-58.4135438959811,-34.612844382707877
891,FARMACIA,AV SEGUROLA,738,SEGUROLA AV. 738,46718525 46744001,VELEZ SARSFIELD,10,-58.489788412132306,-34.628297920395461
892,FARMACIA,ARABE SIRIA,3193,REPUBLICA ARABE SIRIA 3193,48020358 48090070 48090071,PALERMO,14,-58.412435892015559,-34.579309166694721
893,FARMACIA,AV CORDOBA,1432,CORDOBA AV. 1432,43733644/4475,SAN NICOLAS,1,-58.387286088531845,-34.599493781372097
894,FARMACIA,AV LOPE DE VEGA,2965,LOPE DE VEGA AV. 2965,45688216,VILLA DEVOTO,11,-58.52371131352627,-34.614793802637038
895,FARMACIA,AV BEIRO FRANCISCO,5601,"BEIRO, FRANCISCO AV. 5601",46421885,VILLA REAL,10,-58.528562418441624,-34.616428252825607
896,FARMACIA,LA PAMPA,2978,LA PAMPA 2978,47882770,BELGRANO,13,-58.45948066032561,-34.568124451759793
897,FARMACIA,TRELLES,2596,"TRELLES, MANUEL R. AV. 2596",45849300 int 219,PATERNAL,15,-58.466498078503314,-34.598911957874598
898,FARMACIA,SARMIENTO,2057,SARMIENTO 2057,49514725,BALVANERA,3,-58.396023583681405,-34.605737026769326
899,FARMACIA,AV DE LOS CONSTITUYENTES,6020,DE LOS CONSTITUYENTES AV. 6020,,VILLA PUEYRREDON,12,-58.505728962944204,-34.572143286548638
900,FARMACIA,VEDIA,3626,VEDIA 3626,51976426/6028/6079,SAAVEDRA,12,-58.488349731328768,-34.545617584905216
901,FARMACIA,VICENTE LOPEZ,1701,"LOPEZ, VICENTE 1701",48122960 fax 48114023,RECOLETA,2,-58.389947434276969,-34.591516355424893
902,FARMACIA,AV EVA PERON,4940,"PERON, EVA AV. 4940",46836707,VILLA LUGANO,8,-58.479084370068712,-34.658289060483071
903,FARMACIA,AV RIVADAVIA,11.362,RIVADAVIA AV. 11362,46410907,LINIERS,9,-58.524537230421238,-34.639182849440083
904,FARMACIA,AV DE LOS CORRALES,6801,DE LOS CORRALES AV. 6801,,MATADEROS,9,-58.502777990836023,-34.664478069334415
905,FARMACIA,AV RIESTRA,5701,RIESTRA AV. 5701,46019969,VILLA LUGANO,8,-58.47553484289039,-34.677230619228943
906,FARMACIA,CHILAVERT,6364,"CHILAVERT, MARTINIANO, CORONEL 6364",46053010,VILLA RIACHUELO,8,-58.475189006305804,-34.68581739069414
907,FARMACIA,TENIENTE GENERAL JUAN D PERON,1379,"PERON, JUAN DOMINGO, TTE. GENERAL 1379",41249966,SAN NICOLAS,1,-58.386077496332213,-34.606236482153271
908,FARMACIA,AV J. DE GARAY,2565,"GARAY, JUAN DE AV. 2565",43084006,SAN CRISTOBAL,3,-58.400809708199098,-34.62847875493695
909,FARMACIA,TENIENTE GENERAL JUAN D PERON,2740,"PERON, JUAN DOMINGO, TTE. GENERAL 2740",49528065 fax 49512012,BALVANERA,3,-58.405188167623081,-34.607841619385994
910,FARMACIA,MORENO,636,MORENO 636,43451151,MONSERRAT,1,-58.375275456005021,-34.611688509474561
911,FARMACIA,LARREA,252,LARREA 252,49519903,BALVANERA,3,-58.402226520606021,-34.606916272713043
912,FARMACIA,BARTOLOME MITRE,1177,"MITRE, BARTOLOME 1177",463262673,SAN NICOLAS,1,-58.38320069544146,-34.607238101304965
913,FARMACIA,ADOLFO ALSINA,1801,"ALSINA, ADOLFO 1801",43747273,BALVANERA,3,-58.392145342691208,-34.611342122083236
914,FARMACIA,LAVALLE,2099,LAVALLE 2099,43754445,BALVANERA,3,-58.396808290347536,-34.603159696312737
915,FARMACIA,AV RIVADAVIA,2431,RIVADAVIA AV. 2431,4952330,BALVANERA,3,-58.400820594059006,-34.609640836691838
916,FARMACIA,AV BELGRANO,1702,BELGRANO AV. 1702,43819140,MONSERRAT,1,-58.390472942263585,-34.61390950543413
917,FARMACIA,AV SAN MARTIN,6473,SAN MARTIN AV. 6473,45729941,VILLA DEVOTO,11,-58.505563223173297,-34.593508044146517
918,FARMACIA,AV TRIUNVIRATO,4900,TRIUNVIRATO AV. 4900,45210036,VILLA URQUIZA,12,-58.488101569585183,-34.573219413390781
920,FARMACIA,GUEMES,3500,GUEMES 3500,48290200,PALERMO,14,-58.412730500065557,-34.589532860719885
921,FARMACIA,ARENALES,1813,ARENALES 1813,48117998,RECOLETA,2,-58.39350625024219,-34.594655512694516
923,FARMACIA,GUIDO,1602,GUIDO 1602,48135884,RECOLETA,2,-58.388137236623642,-34.591646280507049
924,FARMACIA,AV RIVADAVIA,5415,RIVADAVIA AV. 5415,49023333,CABALLITO,6,-58.441795674158961,-34.620453875703433
925,FARMACIA,AVELLANEDA,590,AVELLANEDA 590,49036410 49035500,CABALLITO,6,-58.439335900937451,-34.614782969125969
927,FARMACIA,AV PUEYRREDON,1460,PUEYRREDON AV. 1460,48243780 48251000 48226003 48243177,RECOLETA,2,-58.402262483418134,-34.593751111621536
928,FARMACIA,A ALSINA,2842,"ALSINA, ADOLFO 2842",49570736,BALVANERA,3,-58.40611979059679,-34.612635584716621
929,FARMACIA,F.F. DE LA CRUZ AV,6290,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6290",46058881 46042577,VILLA RIACHUELO,8,-58.47347149273444,-34.686140430683139
930,FARMACIA,JUAN B. ALBERDI AV,6901,"ALBERDI, JUAN BAUTISTA AV. 6901",46863842,MATADEROS,9,-58.511673762791425,-34.658457423537797
931,FARMACIA,RODRIGUEZ PEÑA,1069,RODRIGUEZ PEÑA 1069,48151105,RECOLETA,2,-58.391681791384102,-34.596398324899646
932,FARMACIA,AV BOEDO,783,BOEDO AV. 783,49311675,BOEDO,5,-58.416634984527725,-34.622108182246151
933,FARMACIA,PEDERNERA,119,PEDERNERA 119,46137171,FLORES,7,-58.463697784079578,-34.630804632171639
934,FARMACIA,AV SAN MARTIN,3200,SAN MARTIN AV. 3200,45822740 5857072,VILLA GRAL. MITRE,11,-58.468923271484663,-34.602045028775855
935,FARMACIA,AV LAS HERAS,2273,LAS HERAS GENERAL AV. 2273,45116623,RECOLETA,2,-58.396542983336452,-34.587750649382762
936,FARMACIA,SOMELLERA,5725,SOMELLERA 5725,46013100,VILLA LUGANO,8,-58.476872858541284,-34.676453368422983
938,FARMACIA,AV ALVAREZ JONTE,3721,ALVAREZ JONTE AV. 3721,46398445/46,VILLA DEL PARQUE,11,-58.493872542147585,-34.61331418106441
939,FARMACIA,MARCELO T. DE ALVEAR,2408,"ALVEAR, MARCELO T. De 2408",49622442 fax 49626548,RECOLETA,2,-58.401822652119478,-34.596438148538972
940,FARMACIA,AV SANTA FE,4228,SANTA FE AV. 4228,47754446,PALERMO,14,-58.422303462607978,-34.581036406748815
941,FARMACIA,AV CALLAO,477,CALLAO AV. 477,43730283,SAN NICOLAS,1,-58.392131039951835,-34.603564094661586
942,FARMACIA,AV ENTRE RIOS,205,ENTRE RIOS AV. 205,43729205,BALVANERA,3,-58.392000241900902,-34.611842581261847
943,FARMACIA,MANSILLA,2981,"MANSILLA, LUCIO NORBERTO, GENERAL 2981",48228000,RECOLETA,2,-58.408741207244574,-34.594442752155722
944,FARMACIA,AV CORDOBA,2348,CORDOBA AV. 2348,49517728,BALVANERA,3,-58.400580577068823,-34.599730236445154
945,FARMACIA,AV CERVINO,4860,CERVIÑO AV. 4860,47732988 47732862 47760236,PALERMO,14,-58.426391784071924,-34.57384711759169
946,FARMACIA,CHARCAS,4299,CHARCAS 4299,48311551,PALERMO,14,-58.422836426882938,-34.583738856109868
947,FARMACIA,AV PUEYRREDON,1673,PUEYRREDON AV. 1673,45119570,RECOLETA,2,-58.400958721277895,-34.591898831904416
948,FARMACIA,AV GRAL PAZ,12.950,"PAZ, GRAL. AV. 12950",,MATADEROS,9,-58.51438337027237,-34.664127254098339
949,FARMACIA,AV LA PLATA,1702,LA PLATA AV. 1702,,BOEDO,5,-58.424542631813523,-34.634905387123077
950,FARMACIA,JERONIMO SALGUERO,3345,"SALGUERO, JERONIMO 3345",,RECOLETA,2,-58.402637500141815,-34.574627492480168
952,FARMACIA,AV RIVADAVIA,11.552,RIVADAVIA AV. 11552,46410055 46441251 46440962 46441250 46440055,LINIERS,9,-58.527168547342768,-34.639385213459278
953,FARMACIA,AV RIVADAVIA,7222,RIVADAVIA AV. 7222,46114764,FLORES,7,-58.46718663219508,-34.630274543954506
954,FARMACIA,BENITO PEREZ GALDOS,388,"PEREZ GALDOS, BENITO AV. 388",43620880,BOCA,4,-58.360575380256904,-34.631825109235045
955,FARMACIA,PRESIDENTE LUIS SAENZ PEÑA,480,"SAENZ PEÑA, LUIS, PRES. 480",43837161,MONSERRAT,1,-58.387402412494779,-34.614449257934929
956,FARMACIA,AV CALLAO,45,CALLAO AV. 45,,SAN NICOLAS,1,-58.391800202671241,-34.608385248581904
957,FARMACIA,AV INDEPENDENCIA,4001,INDEPENDENCIA AV. 4001,49312908,ALMAGRO,5,-58.422348484862333,-34.621228963921553
958,FARMACIA,AV NAZCA,2301,NAZCA AV. 2301,,VILLA DEL PARQUE,11,-58.483316425785688,-34.608704689006522
959,FARMACIA,AV CASEROS,1902,CASEROS AV. 1902,43046813,BARRACAS,4,-58.388770544359623,-34.633944165668375
960,FARMACIA,ACASSUSO,6392,ACASSUSO 6392,46416014,LINIERS,9,-58.513528306854511,-34.648581653526279
961,FARMACIA,MURGUIONDO,4064,MURGUIONDO 4064,46019669,VILLA LUGANO,8,-58.476799106817062,-34.675831904692011
962,FARMACIA,AV RIVADAVIA,9626,RIVADAVIA AV. 9626,46019969,VILLA LURO,10,-58.499802115700618,-34.637664659780071
964,FARMACIA,GRAL. URQUIZA,624,"URQUIZA, Gral. 624",49561027,BALVANERA,3,-58.40917745139064,-34.617863046613806
965,FARMACIA,PEPIRI,1501,PEPIRI 1501,49116104,NUEVA POMPEYA,4,-58.406273059029445,-34.655661763785567
